Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
10,1,2007,20.081,0.387,Peru
6,1,2009,19.358,0.387,Peru
4,1,1979,20.337,0.386,Peru
4,1,1989,19.823,0.386,Peru
4,1,1989,19.823,0.386,Peru
4,1,1979,20.337,0.386,Peru
10,1,1973,20.134,0.385,Peru
1,1,1976,19.886,0.385,Peru
8,1,1985,19.222,0.385,Peru
8,1,1985,19.222,0.385,Peru
10,1,1973,20.134,0.385,Peru
1,1,1976,19.886,0.385,Peru
10,1,1988,20.328,0.384,Peru
10,1,1988,20.328,0.384,Peru
10,1,2003,21.001,0.383,Peru
10,1,2003,21.001,0.383,Peru
5,1,2007,19.528,0.381,Peru
5,1,2007,19.528,0.381,Peru
9,1,1982,20.219,0.38,Peru
9,1,1982,20.219,0.38,Peru
1,1,1991,21.02,0.379,Peru
1,1,1991,21.02,0.379,Peru
8,1,1984,19.509,0.376,Peru
8,1,1984,19.509,0.376,Peru
5,1,1985,19.764,0.375,Peru
3,1,2006,21.408,0.375,Peru
5,1,1985,19.764,0.375,Peru
3,1,2006,21.408,0.375,Peru
9,1,1987,20.82,0.374,Peru
9,1,1987,20.82,0.374,Peru
7,1,1987,19.875,0.373,Peru
7,1,2008,19.471,0.373,Peru
7,1,1987,19.875,0.373,Peru
7,1,2008,19.471,0.373,Peru
10,1,1974,19.819,0.372,Peru
8,1,1983,20.543,0.372,Peru
11,1,2012,21.247,0.372,Peru
8,1,1983,20.543,0.372,Peru
10,1,1974,19.819,0.372,Peru
11,1,2012,21.247,0.372,Peru
4,1,1993,20.912,0.371,Peru
4,1,1993,20.912,0.371,Peru
2,1,1995,21.467,0.37,Peru
10,1,2009,20.982,0.37,Peru
2,1,1995,21.467,0.37,Peru
10,1,2009,20.982,0.37,Peru
2,1,2011,20.36,0.369,Peru
2,1,2011,20.36,0.369,Peru
9,1,2004,20.294,0.366,Peru
9,1,2004,20.294,0.366,Peru
1,1,2000,20.447,0.365,Peru
1,1,2000,20.447,0.365,Peru
8,1,1995,20.3,0.364,Peru
8,1,1995,20.3,0.364,Peru
1,1,2008,20.503,0.363,Peru
1,1,2008,20.503,0.363,Peru
7,1,1974,18.428,0.362,Peru
7,1,1974,18.428,0.362,Peru
9,1,1989,20.173,0.361,Peru
2,1,1994,20.696,0.361,Peru
9,1,1989,20.173,0.361,Peru
2,1,1994,20.696,0.361,Peru
5,1,1992,21.663,0.36,Peru
9,1,1992,20.007,0.36,Peru
5,1,1992,21.663,0.36,Peru
9,1,1992,20.007,0.36,Peru
4,1,1986,20.497,0.359,Peru
6,1,2002,19.381,0.359,Peru
3,1,2007,20.808,0.359,Peru
4,1,1986,20.497,0.359,Peru
6,1,2002,19.381,0.359,Peru
3,1,2007,20.808,0.359,Peru
8,1,1973,19.101,0.358,Peru
8,1,1973,19.101,0.358,Peru
1,1,1994,20.758,0.356,Peru
11,1,2010,20.623,0.356,Peru
1,1,1994,20.758,0.356,Peru
11,1,2010,20.623,0.356,Peru
8,1,2011,20.017,0.354,Peru
8,1,2011,20.017,0.354,Peru
6,1,1982,19.341,0.353,Peru
6,1,1982,19.341,0.353,Peru
11,1,1974,20.835,0.352,Peru
8,1,1989,19.619,0.352,Peru
8,1,1989,19.619,0.352,Peru
11,1,1974,20.835,0.352,Peru
11,1,1982,21.004,0.351,Peru
9,1,2020,19.492,0.351,Peru
11,1,1982,21.004,0.351,Peru
12,1,1997,22.057,0.35,Peru
12,1,1997,22.057,0.35,Peru
2,1,1990,20.923,0.349,Peru
4,1,2008,20.242,0.349,Peru
2,1,1990,20.923,0.349,Peru
4,1,2008,20.242,0.349,Peru
11,1,1983,21.045,0.348,Peru
11,1,1983,21.045,0.348,Peru
9,1,1983,20.48,0.347,Peru
9,1,1984,20.209,0.347,Peru
7,1,1999,18.839,0.347,Peru
9,1,1983,20.48,0.347,Peru
9,1,1984,20.209,0.347,Peru
7,1,1999,18.839,0.347,Peru
3,1,1983,22.238,0.345,Peru
10,1,1992,20.6,0.345,Peru
12,1,2010,20.42,0.345,Peru
3,1,1983,22.238,0.345,Peru
10,1,1992,20.6,0.345,Peru
12,1,2010,20.42,0.345,Peru
7,1,1972,19.788,0.344,Peru
12,1,1989,21.129,0.344,Peru
12,1,1989,21.129,0.344,Peru
7,1,1972,19.788,0.344,Peru
12,1,1983,20.74,0.343,Peru
1,1,2001,20.339,0.343,Peru
10,1,2002,20.752,0.343,Peru
12,1,1983,20.74,0.343,Peru
1,1,2001,20.339,0.343,Peru
10,1,2002,20.752,0.343,Peru
9,1,1996,20.263,0.342,Peru
9,1,1996,20.263,0.342,Peru
12,1,1987,21.266,0.341,Peru
12,1,1987,21.266,0.341,Peru
4,1,2013,20.32,0.34,Peru
4,1,2013,20.32,0.34,Peru
5,1,1989,19.362,0.339,Peru
11,1,1990,20.631,0.339,Peru
5,1,1989,19.362,0.339,Peru
11,1,1990,20.631,0.339,Peru
7,1,1995,19.785,0.338,Peru
3,1,2001,20.807,0.338,Peru
4,1,2009,20.589,0.338,Peru
7,1,1995,19.785,0.338,Peru
3,1,2001,20.807,0.338,Peru
4,1,2009,20.589,0.338,Peru
6,1,2011,19.984,0.337,Peru
6,1,2011,19.984,0.337,Peru
8,1,1979,19.954,0.336,Peru
5,1,2013,20.172,0.336,Peru
5,1,2013,20.172,0.336,Peru
8,1,1979,19.954,0.336,Peru
9,1,1972,20.452,0.334,Peru
9,1,2000,20.342,0.334,Peru
9,1,2000,20.342,0.334,Peru
9,1,1972,20.452,0.334,Peru
7,1,1976,18.859,0.332,Peru
3,1,1984,20.67,0.332,Peru
3,1,1984,20.67,0.332,Peru
7,1,1976,18.859,0.332,Peru
6,1,1994,19.475,0.331,Peru
6,1,1994,19.475,0.331,Peru
7,1,1994,19.191,0.329,Peru
4,1,2002,20.837,0.329,Peru
2,1,2003,21.293,0.329,Peru
2,1,2004,21.303,0.329,Peru
2,1,2006,20.915,0.329,Peru
7,1,1994,19.191,0.329,Peru
4,1,2002,20.837,0.329,Peru
2,1,2003,21.293,0.329,Peru
2,1,2004,21.303,0.329,Peru
2,1,2006,20.915,0.329,Peru
10,1,1986,20.293,0.327,Peru
5,1,1975,19.58,0.327,Peru
10,1,1986,20.293,0.327,Peru
5,1,1975,19.58,0.327,Peru
9,1,2003,20.035,0.326,Peru
9,1,2003,20.035,0.326,Peru
9,1,1981,19.577,0.323,Peru
9,1,1981,19.577,0.323,Peru
8,1,1986,19.72,0.322,Peru
2,1,1977,20.594,0.322,Peru
8,1,1986,19.72,0.322,Peru
2,1,1977,20.594,0.322,Peru
1,1,1985,20.759,0.321,Peru
2,1,2008,20.573,0.321,Peru
1,1,1985,20.759,0.321,Peru
2,1,2008,20.573,0.321,Peru
2,1,1998,22.715,0.32,Peru
2,1,1998,22.715,0.32,Peru
5,1,1973,19.941,0.319,Peru
3,1,1996,20.815,0.319,Peru
9,1,2006,20.644,0.319,Peru
3,1,1996,20.815,0.319,Peru
9,1,2006,20.644,0.319,Peru
5,1,1973,19.941,0.319,Peru
6,1,1985,18.851,0.318,Peru
4,1,1990,20.552,0.318,Peru
11,1,1994,21.057,0.318,Peru
10,1,2010,20.457,0.318,Peru
6,1,1985,18.851,0.318,Peru
4,1,1990,20.552,0.318,Peru
11,1,1994,21.057,0.318,Peru
10,1,2010,20.457,0.318,Peru
8,1,1970,19.589,0.317,Peru
7,1,1984,19.228,0.317,Peru
9,1,1999,20.392,0.317,Peru
12,1,2004,21.276,0.317,Peru
8,1,2005,20.098,0.317,Peru
7,1,1984,19.228,0.317,Peru
9,1,1999,20.392,0.317,Peru
12,1,2004,21.276,0.317,Peru
8,1,2005,20.098,0.317,Peru
8,1,1970,19.589,0.317,Peru
9,1,1976,19.643,0.316,Peru
9,1,1976,19.643,0.316,Peru
1,1,2002,21.24,0.315,Peru
1,1,2002,21.24,0.315,Peru
6,1,1975,19.031,0.314,Peru
6,1,1989,18.995,0.314,Peru
12,1,2011,20.44,0.314,Peru
6,1,1989,18.995,0.314,Peru
6,1,1975,19.031,0.314,Peru
12,1,2011,20.44,0.314,Peru
6,1,1998,19.859,0.313,Peru
6,1,1998,19.859,0.313,Peru
4,1,1980,20.804,0.312,Peru
4,1,1980,20.804,0.312,Peru
7,1,1990,18.613,0.311,Peru
7,1,1990,18.613,0.311,Peru
2,1,1971,20.053,0.31,Peru
12,1,1998,21.024,0.31,Peru
12,1,1998,21.024,0.31,Peru
2,1,1971,20.053,0.31,Peru
5,1,2012,20.375,0.309,Peru
5,1,2012,20.375,0.309,Peru
8,1,2008,20.415,0.308,Peru
8,1,2008,20.415,0.308,Peru
10,1,2012,20.739,0.307,Peru
10,1,2012,20.739,0.307,Peru
3,1,1974,20.324,0.305,Peru
11,1,1993,20.724,0.305,Peru
11,1,1993,20.724,0.305,Peru
3,1,1974,20.324,0.305,Peru
9,1,1975,19.608,0.304,Peru
12,1,1990,20.643,0.304,Peru
11,1,2009,21.456,0.304,Peru
12,1,1990,20.643,0.304,Peru
9,1,1975,19.608,0.304,Peru
11,1,2009,21.456,0.304,Peru
3,1,1970,20.685,0.303,Peru
10,1,1976,20.428,0.303,Peru
4,1,2012,20.63,0.303,Peru
3,1,1970,20.685,0.303,Peru
10,1,1976,20.428,0.303,Peru
4,1,2012,20.63,0.303,Peru
2,1,1976,20.313,0.302,Peru
2,1,1976,20.313,0.302,Peru
6,1,1988,18.784,0.301,Peru
2,1,2029,20.306,0.301,Peru
6,1,1988,18.784,0.301,Peru
9,1,2007,19.967,0.3,Peru
12,1,2009,21.207,0.3,Peru
9,1,2007,19.967,0.3,Peru
12,1,2009,21.207,0.3,Peru
1,1,1988,21.002,0.299,Peru
12,1,1988,20.692,0.299,Peru
1,1,1988,21.002,0.299,Peru
12,1,1988,20.692,0.299,Peru
1,1,2004,21.32,0.297,Peru
1,1,2004,21.32,0.297,Peru
1,1,1987,21.146,0.296,Peru
11,1,1999,20.61,0.296,Peru
1,1,1987,21.146,0.296,Peru
11,1,1999,20.61,0.296,Peru
6,1,1981,19.19,0.295,Peru
4,1,2001,20.627,0.295,Peru
7,1,2004,18.842,0.295,Peru
4,1,2001,20.627,0.295,Peru
7,1,2004,18.842,0.295,Peru
6,1,1981,19.19,0.295,Peru
7,1,1978,18.972,0.294,Peru
7,1,1980,19.138,0.294,Peru
7,1,1978,18.972,0.294,Peru
7,1,1980,19.138,0.294,Peru
6,1,1970,19.235,0.293,Peru
2,1,1982,20.64,0.293,Peru
10,1,1982,20.393,0.293,Peru
4,1,2007,20.48,0.293,Peru
2,1,1982,20.64,0.293,Peru
10,1,1982,20.393,0.293,Peru
4,1,2007,20.48,0.293,Peru
6,1,1970,19.235,0.293,Peru
10,1,1991,20.506,0.291,Peru
5,1,1995,20.085,0.291,Peru
10,1,1991,20.506,0.291,Peru
5,1,1995,20.085,0.291,Peru
4,1,1997,20.748,0.29,Peru
7,1,1998,19.955,0.29,Peru
2,1,2012,20.234,0.29,Peru
4,1,1997,20.748,0.29,Peru
7,1,1998,19.955,0.29,Peru
2,1,2012,20.234,0.29,Peru
5,1,1971,19.411,0.289,Peru
5,1,1971,19.411,0.289,Peru
7,1,1982,19.365,0.288,Peru
8,1,1994,19.834,0.288,Peru
7,1,1982,19.365,0.288,Peru
8,1,1994,19.834,0.288,Peru
5,1,1979,19.909,0.286,Peru
5,1,1979,19.909,0.286,Peru
9,1,1986,20.06,0.285,Peru
1,1,2005,21.549,0.285,Peru
9,1,1986,20.06,0.285,Peru
1,1,2005,21.549,0.285,Peru
6,1,1986,19.325,0.284,Peru
7,1,1977,19.38,0.284,Peru
6,1,1986,19.325,0.284,Peru
7,1,1977,19.38,0.284,Peru
11,1,1973,20.183,0.283,Peru
3,1,1998,22.464,0.283,Peru
5,1,1998,20.931,0.283,Peru
8,1,1999,19.386,0.283,Peru
3,1,1998,22.464,0.283,Peru
5,1,1998,20.931,0.283,Peru
8,1,1999,19.386,0.283,Peru
11,1,1973,20.183,0.283,Peru
1,1,1984,20.165,0.282,Peru
11,1,1991,20.754,0.282,Peru
1,1,1999,20.55,0.282,Peru
1,1,1984,20.165,0.282,Peru
11,1,1991,20.754,0.282,Peru
1,1,1999,20.55,0.282,Peru
2,1,1980,21.282,0.281,Peru
3,1,1990,20.971,0.281,Peru
4,1,1995,20.925,0.281,Peru
10,1,1997,21.638,0.281,Peru
3,1,1990,20.971,0.281,Peru
4,1,1995,20.925,0.281,Peru
10,1,1997,21.638,0.281,Peru
2,1,1980,21.282,0.281,Peru
2,1,1981,20.416,0.28,Peru
5,1,1990,20.316,0.28,Peru
10,1,1995,20.862,0.28,Peru
10,1,2001,20.609,0.28,Peru
5,1,1990,20.316,0.28,Peru
10,1,1995,20.862,0.28,Peru
10,1,2001,20.609,0.28,Peru
2,1,1981,20.416,0.28,Peru
9,1,1970,19.856,0.279,Peru
1,1,1972,20.302,0.279,Peru
9,1,1970,19.856,0.279,Peru
1,1,1972,20.302,0.279,Peru
2,1,1973,21.592,0.278,Peru
8,1,1978,18.916,0.278,Peru
9,1,1988,20.159,0.278,Peru
9,1,1988,20.159,0.278,Peru
2,1,1973,21.592,0.278,Peru
8,1,1978,18.916,0.278,Peru
6,1,1976,18.885,0.277,Peru
2,1,2000,20.627,0.277,Peru
2,1,2000,20.627,0.277,Peru
6,1,1976,18.885,0.277,Peru
10,1,1972,20.711,0.276,Peru
11,1,1989,20.851,0.276,Peru
11,1,1989,20.851,0.276,Peru
10,1,1972,20.711,0.276,Peru
11,1,1986,20.923,0.274,Peru
3,1,1975,20.472,0.274,Peru
4,1,1981,20.475,0.274,Peru
8,1,1981,19.424,0.274,Peru
8,1,1982,19.695,0.274,Peru
8,1,1981,19.424,0.274,Peru
8,1,1982,19.695,0.274,Peru
11,1,1986,20.923,0.274,Peru
3,1,1975,20.472,0.274,Peru
4,1,1981,20.475,0.274,Peru
7,1,1973,18.583,0.273,Peru
2,1,2002,21.087,0.273,Peru
4,1,2010,21.372,0.273,Peru
2,1,2002,21.087,0.273,Peru
7,1,1973,18.583,0.273,Peru
4,1,2010,21.372,0.273,Peru
9,1,1971,19.959,0.272,Peru
11,1,1995,21.126,0.272,Peru
5,1,1999,19.522,0.272,Peru
10,1,2006,20.772,0.272,Peru
11,1,1995,21.126,0.272,Peru
5,1,1999,19.522,0.272,Peru
10,1,2006,20.772,0.272,Peru
9,1,1971,19.959,0.272,Peru
2,1,1978,21.42,0.27,Peru
8,1,2000,19.975,0.27,Peru
8,1,2000,19.975,0.27,Peru
2,1,1978,21.42,0.27,Peru
6,1,1972,20.03,0.269,Peru
1,1,1973,21.411,0.269,Peru
1,1,1979,20.951,0.269,Peru
11,1,1998,20.825,0.269,Peru
5,1,2000,19.938,0.269,Peru
11,1,1998,20.825,0.269,Peru
5,1,2000,19.938,0.269,Peru
6,1,1972,20.03,0.269,Peru
1,1,1973,21.411,0.269,Peru
1,1,1979,20.951,0.269,Peru
5,1,1986,19.945,0.268,Peru
12,1,1973,19.782,0.268,Peru
9,1,1990,20.23,0.268,Peru
4,1,2011,20.366,0.268,Peru
5,1,1986,19.945,0.268,Peru
9,1,1990,20.23,0.268,Peru
12,1,1973,19.782,0.268,Peru
4,1,2011,20.366,0.268,Peru
10,1,1985,20.439,0.267,Peru
12,1,1993,20.888,0.267,Peru
3,1,2000,20.531,0.267,Peru
10,1,1985,20.439,0.267,Peru
12,1,1993,20.888,0.267,Peru
3,1,2000,20.531,0.267,Peru
2,1,1972,20.985,0.266,Peru
1,1,1983,22.245,0.266,Peru
8,1,1996,19.588,0.266,Peru
8,1,2007,19.684,0.266,Peru
1,1,1983,22.245,0.266,Peru
8,1,1996,19.588,0.266,Peru
8,1,2007,19.684,0.266,Peru
2,1,1972,20.985,0.266,Peru
3,1,2005,21.259,0.265,Peru
3,1,2005,21.259,0.265,Peru
6,1,1987,19.786,0.264,Peru
12,1,1980,20.797,0.264,Peru
6,1,1987,19.786,0.264,Peru
12,1,1980,20.797,0.264,Peru
4,1,1978,20.24,0.263,Peru
4,1,2006,20.504,0.263,Peru
4,1,2006,20.504,0.263,Peru
4,1,1978,20.24,0.263,Peru
5,1,1970,19.985,0.262,Peru
1,1,1978,20.553,0.262,Peru
1,1,1996,20.249,0.262,Peru
1,1,1996,20.249,0.262,Peru
5,1,1970,19.985,0.262,Peru
1,1,1978,20.553,0.262,Peru
8,1,1971,19.331,0.26,Peru
11,1,1971,20.474,0.26,Peru
3,1,1977,20.842,0.26,Peru
6,1,1977,18.99,0.26,Peru
9,1,1980,20.043,0.26,Peru
5,1,1988,20.114,0.26,Peru
5,1,1988,20.114,0.26,Peru
8,1,1971,19.331,0.26,Peru
11,1,1971,20.474,0.26,Peru
3,1,1977,20.842,0.26,Peru
6,1,1977,18.99,0.26,Peru
9,1,1980,20.043,0.26,Peru
3,1,2008,20.653,0.259,Peru
3,1,2008,20.653,0.259,Peru
5,1,1996,20.066,0.258,Peru
5,1,1996,20.066,0.258,Peru
9,1,1977,20.013,0.257,Peru
11,1,1978,20.75,0.257,Peru
8,1,1992,19.616,0.257,Peru
5,1,2011,20.149,0.257,Peru
8,1,1992,19.616,0.257,Peru
9,1,1977,20.013,0.257,Peru
5,1,2011,20.149,0.257,Peru
11,1,1978,20.75,0.257,Peru
8,1,1977,19.597,0.256,Peru
5,1,1991,20.614,0.256,Peru
5,1,1991,20.614,0.256,Peru
8,1,1977,19.597,0.256,Peru
10,1,1979,20.508,0.255,Peru
3,1,2004,21.377,0.255,Peru
3,1,2004,21.377,0.255,Peru
10,1,1979,20.508,0.255,Peru
5,1,1980,20.253,0.254,Peru
5,1,1980,20.253,0.254,Peru
1,1,1977,21.315,0.253,Peru
4,1,1996,20.336,0.253,Peru
4,1,1996,20.336,0.253,Peru
1,1,1977,21.315,0.253,Peru
7,1,1985,18.631,0.252,Peru
11,1,1988,20.738,0.252,Peru
7,1,1985,18.631,0.252,Peru
11,1,1988,20.738,0.252,Peru
2,1,1970,20.961,0.251,Peru
1,1,1986,20.639,0.251,Peru
11,1,1996,20.798,0.251,Peru
1,1,1986,20.639,0.251,Peru
11,1,1996,20.798,0.251,Peru
2,1,1970,20.961,0.251,Peru
10,1,1971,19.779,0.249,Peru
6,1,1974,18.862,0.249,Peru
10,1,1981,20.126,0.249,Peru
4,1,1982,20.159,0.249,Peru
11,1,1984,20.35,0.249,Peru
3,1,1986,20.219,0.249,Peru
7,1,1996,18.768,0.249,Peru
12,1,2001,20.918,0.249,Peru
10,1,1981,20.126,0.249,Peru
4,1,1982,20.159,0.249,Peru
11,1,1984,20.35,0.249,Peru
3,1,1986,20.219,0.249,Peru
7,1,1996,18.768,0.249,Peru
12,1,2001,20.918,0.249,Peru
10,1,1971,19.779,0.249,Peru
6,1,1974,18.862,0.249,Peru
9,1,2001,20.134,0.247,Peru
12,1,2006,21.044,0.247,Peru
9,1,2001,20.134,0.247,Peru
12,1,2006,21.044,0.247,Peru
3,1,1982,20.691,0.246,Peru
12,1,1984,20.716,0.246,Peru
12,1,2003,21.104,0.246,Peru
3,1,1982,20.691,0.246,Peru
12,1,1984,20.716,0.246,Peru
12,1,2003,21.104,0.246,Peru
10,1,1978,20.177,0.245,Peru
10,1,1978,20.177,0.245,Peru
7,1,1992,18.673,0.244,Peru
10,1,1996,20.447,0.244,Peru
7,1,1992,18.673,0.244,Peru
10,1,1996,20.447,0.244,Peru
2,1,1985,20.461,0.243,Peru
2,1,1985,20.461,0.243,Peru
7,1,1971,18.876,0.241,Peru
12,1,1971,20.303,0.241,Peru
7,1,2001,19.01,0.241,Peru
7,1,2001,19.01,0.241,Peru
7,1,1971,18.876,0.241,Peru
12,1,1971,20.303,0.241,Peru
6,1,1984,19.371,0.239,Peru
10,1,1990,20.512,0.239,Peru
1,1,2003,21.394,0.239,Peru
6,1,1984,19.371,0.239,Peru
10,1,1990,20.512,0.239,Peru
1,1,2003,21.394,0.239,Peru
5,1,1974,19.869,0.238,Peru
4,1,1991,20.73,0.238,Peru
11,1,2002,20.847,0.238,Peru
4,1,1991,20.73,0.238,Peru
11,1,2002,20.847,0.238,Peru
5,1,1974,19.869,0.238,Peru
12,1,1970,20.251,0.237,Peru
12,1,1975,19.956,0.237,Peru
10,1,1987,21.328,0.237,Peru
10,1,1987,21.328,0.237,Peru
12,1,1970,20.251,0.237,Peru
12,1,1975,19.956,0.237,Peru
1,1,1970,20.802,0.236,Peru
11,1,1972,21.23,0.236,Peru
9,1,1973,19.731,0.236,Peru
4,1,1988,20.598,0.236,Peru
7,1,1989,18.743,0.236,Peru
10,1,2011,20.317,0.236,Peru
4,1,1988,20.598,0.236,Peru
7,1,1989,18.743,0.236,Peru
1,1,1970,20.802,0.236,Peru
11,1,1972,21.23,0.236,Peru
9,1,1973,19.731,0.236,Peru
10,1,2011,20.317,0.236,Peru
2,1,1974,19.947,0.235,Peru
2,1,1974,19.947,0.235,Peru
9,1,1978,19.753,0.234,Peru
11,1,2011,21.089,0.234,Peru
11,1,2011,21.089,0.234,Peru
9,1,1978,19.753,0.234,Peru
5,1,2010,20.551,0.233,Peru
5,1,2010,20.551,0.233,Peru
12,1,2000,20.882,0.232,Peru
12,1,2000,20.882,0.232,Peru
12,1,1978,20.4,0.231,Peru
3,1,1981,20.957,0.231,Peru
9,1,1995,20.61,0.231,Peru
7,1,2003,19.168,0.231,Peru
9,1,1995,20.61,0.231,Peru
7,1,2003,19.168,0.231,Peru
12,1,1978,20.4,0.231,Peru
3,1,1981,20.957,0.231,Peru
10,1,1970,20.538,0.23,Peru
10,1,1970,20.538,0.23,Peru
5,1,1977,19.614,0.229,Peru
5,1,1981,20.156,0.229,Peru
4,1,1998,22.044,0.229,Peru
4,1,1998,22.044,0.229,Peru
5,1,1977,19.614,0.229,Peru
5,1,1981,20.156,0.229,Peru
11,1,1985,20.356,0.228,Peru
1,1,1995,21.627,0.228,Peru
3,1,2003,21.222,0.228,Peru
11,1,1985,20.356,0.228,Peru
1,1,1995,21.627,0.228,Peru
3,1,2003,21.222,0.228,Peru
3,1,1991,21.146,0.227,Peru
3,1,1991,21.146,0.227,Peru
1,1,2006,20.973,0.226,Peru
1,1,2006,20.973,0.226,Peru
4,1,1977,20.425,0.225,Peru
5,1,1994,20.586,0.225,Peru
11,1,2003,21.261,0.225,Peru
5,1,2009,20.184,0.225,Peru
5,1,1994,20.586,0.225,Peru
11,1,2003,21.261,0.225,Peru
4,1,1977,20.425,0.225,Peru
5,1,2009,20.184,0.225,Peru
11,1,1979,20.716,0.224,Peru
11,1,2004,21.079,0.224,Peru
11,1,2006,21.082,0.224,Peru
11,1,2004,21.079,0.224,Peru
11,1,2006,21.082,0.224,Peru
11,1,1979,20.716,0.224,Peru
12,1,1991,21.463,0.223,Peru
1,1,1997,20.73,0.223,Peru
12,1,1991,21.463,0.223,Peru
1,1,1997,20.73,0.223,Peru
2,1,1979,20.877,0.222,Peru
8,1,1980,19.666,0.222,Peru
8,1,1991,19.232,0.222,Peru
8,1,1991,19.232,0.222,Peru
2,1,1979,20.877,0.222,Peru
8,1,1980,19.666,0.222,Peru
12,1,1977,20.842,0.221,Peru
12,1,1999,20.621,0.221,Peru
12,1,2008,20.799,0.221,Peru
12,1,1999,20.621,0.221,Peru
12,1,1977,20.842,0.221,Peru
12,1,2008,20.799,0.221,Peru
10,1,1977,20.153,0.22,Peru
10,1,1998,20.814,0.22,Peru
10,1,1998,20.814,0.22,Peru
10,1,1977,20.153,0.22,Peru
7,1,1970,18.598,0.219,Peru
3,1,1973,21.288,0.219,Peru
11,1,2001,21.164,0.219,Peru
11,1,2001,21.164,0.219,Peru
7,1,1970,18.598,0.219,Peru
3,1,1973,21.288,0.219,Peru
6,1,1979,18.893,0.214,Peru
1,1,1990,20.68,0.214,Peru
1,1,1990,20.68,0.214,Peru
6,1,1979,18.893,0.214,Peru
3,1,1987,21.842,0.212,Peru
4,1,1972,20.356,0.212,Peru
3,1,1987,21.842,0.212,Peru
4,1,1972,20.356,0.212,Peru
11,1,1975,20.162,0.211,Peru
11,1,1975,20.162,0.211,Peru
6,1,2003,19.381,0.21,Peru
6,1,2003,19.381,0.21,Peru
12,1,1986,20.98,0.209,Peru
4,1,1987,21.172,0.209,Peru
12,1,1986,20.98,0.209,Peru
4,1,1987,21.172,0.209,Peru
3,1,1997,21.012,0.206,Peru
11,1,2008,21.034,0.206,Peru
3,1,1997,21.012,0.206,Peru
11,1,2008,21.034,0.206,Peru
11,1,1970,20.672,0.205,Peru
8,1,1972,20.007,0.205,Peru
2,1,2007,21.567,0.205,Peru
2,1,2007,21.567,0.205,Peru
11,1,1970,20.672,0.205,Peru
8,1,1972,20.007,0.205,Peru
6,1,1971,18.885,0.204,Peru
11,1,1981,20.633,0.204,Peru
11,1,1981,20.633,0.204,Peru
6,1,1971,18.885,0.204,Peru
4,1,1970,20.524,0.203,Peru
9,1,1993,20.407,0.203,Peru
9,1,1993,20.407,0.203,Peru
4,1,1970,20.524,0.203,Peru
4,1,1975,20.492,0.202,Peru
7,1,1979,18.95,0.202,Peru
5,1,1982,19.824,0.202,Peru
11,1,1987,21.232,0.202,Peru
12,1,1994,21.163,0.202,Peru
5,1,1982,19.824,0.202,Peru
11,1,1987,21.232,0.202,Peru
12,1,1994,21.163,0.202,Peru
4,1,1975,20.492,0.202,Peru
7,1,1979,18.95,0.202,Peru
1,1,1989,20.27,0.201,Peru
12,1,1996,20.532,0.201,Peru
1,1,1989,20.27,0.201,Peru
12,1,1996,20.532,0.201,Peru
4,1,1976,19.848,0.199,Peru
1,1,1980,21.092,0.199,Peru
4,1,1976,19.848,0.199,Peru
1,1,1980,21.092,0.199,Peru
1,1,1974,19.953,0.198,Peru
9,1,1994,20.661,0.198,Peru
9,1,1994,20.661,0.198,Peru
1,1,1974,19.953,0.198,Peru
12,1,1972,21.441,0.197,Peru
12,1,1972,21.441,0.197,Peru
11,1,1980,20.568,0.195,Peru
6,1,1992,20.32,0.195,Peru
6,1,1992,20.32,0.195,Peru
11,1,1980,20.568,0.195,Peru
3,1,1978,20.918,0.194,Peru
12,1,1995,20.672,0.194,Peru
12,1,1995,20.672,0.194,Peru
3,1,1978,20.918,0.194,Peru
3,1,1999,20.861,0.192,Peru
3,1,1999,20.861,0.192,Peru
5,1,1978,19.786,0.191,Peru
5,1,1978,19.786,0.191,Peru
5,1,1972,20.469,0.19,Peru
5,1,1984,20.282,0.19,Peru
5,1,1984,20.282,0.19,Peru
5,1,1972,20.469,0.19,Peru
8,1,1976,19.48,0.189,Peru
8,1,1976,19.48,0.189,Peru
10,1,1980,19.921,0.188,Peru
1,1,1993,20.601,0.188,Peru
6,1,1995,19.77,0.188,Peru
1,1,1993,20.601,0.188,Peru
6,1,1995,19.77,0.188,Peru
10,1,1980,19.921,0.188,Peru
11,1,1977,20.404,0.186,Peru
10,1,1983,20.503,0.186,Peru
10,1,1983,20.503,0.186,Peru
11,1,1977,20.404,0.186,Peru
1,1,1971,20.447,0.185,Peru
10,1,2004,21.05,0.185,Peru
10,1,2004,21.05,0.185,Peru
1,1,1971,20.447,0.185,Peru
6,1,1978,19.111,0.184,Peru
3,1,1993,21.042,0.184,Peru
3,1,1993,21.042,0.184,Peru
6,1,1978,19.111,0.184,Peru
1,1,1975,20.165,0.182,Peru
10,1,1975,19.951,0.182,Peru
1,1,1975,20.165,0.182,Peru
10,1,1975,19.951,0.182,Peru
4,1,1999,20.022,0.181,Peru
4,1,1999,20.022,0.181,Peru
12,1,1979,20.772,0.178,Peru
12,1,1979,20.772,0.178,Peru
4,1,1984,20.248,0.177,Peru
4,1,1984,20.248,0.177,Peru
3,1,1971,20.297,0.176,Peru
10,1,1993,20.731,0.176,Peru
10,1,1993,20.731,0.176,Peru
3,1,1971,20.297,0.176,Peru
2,1,1987,21.457,0.175,Peru
